physical_case,run_id,representation,model_label,trained_objective,checkpoint_iteration,objective,evaluation_state,support,value,history_kind,fitted_objective,checkpoint_parameter_pytree_sha256,checkpoint_path
Test 2B,t2b-c-h1,C,H1,H1,1,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0.0002512048249272,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,4a38862c803dabb3acf1340a94b17e98fd0da2d987660e6e53e7ba55c06daf15,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000001_parameters.npz
Test 2B,t2b-c-h1,C,H1,H1,5,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0.0002222501427264,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,63ef21c669455becad428056bb25563be1e864311c655018ef3edd62114b429b,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000005_parameters.npz
Test 2B,t2b-c-h1,C,H1,H1,10,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0.0001658885363264,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,a2702fd49e9406c419270b8f01611e07c571d304bc4b922a2b59a2215f4158a1,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000010_parameters.npz
Test 2B,t2b-c-h1,C,H1,H1,20,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0.000146967916978,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,590949aede38e6ba9cdad96e5d8972ed0329335b1bbeda1ce1a5d2704fb45227,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000020_parameters.npz
Test 2B,t2b-c-h1,C,H1,H1,100,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0.0001219676400476,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,28b2c1c3bef0019eaa34643085fe88caefff213ba1588c310848bf46e437f5c4,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000100_parameters.npz
Test 2B,t2b-c-h1,C,H1,H1,500,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,9.541784536262772e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,40d9b1024db4f65bf9dcb72a1150bd3be0a80d57e2053366e1ee5ff8831fda07,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000500_parameters.npz
Test 2B,t2b-c-h1,C,H1,H1,1000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,7.845821628543794e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,c76a29ff554221a16c4de208de7702c1d021ed50d22a2472f4bf57f2443831de,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000001000_parameters.npz
Test 2B,t2b-c-h1,C,H1,H1,5000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,3.426713133257584e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,c44aa9e8811aacb423570a3bcb2f819462d882931b929a7bee442bb8b9a1d1c3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000005000_parameters.npz
Test 2B,t2b-c-h2,C,H2,H2,0,J_H2,recursive model state,TRAINING TRUTH WINDOWS,0.0002334339256114,EXISTING DIAGNOSTIC INITIAL ENDPOINT,True,,
Test 2B,t2b-c-h2,C,H2,H2,20,J_H2,recursive model state,TRAINING TRUTH WINDOWS,0.0001400394899832,RECORDED TRAINING FINAL ENDPOINT,True,,
Test 2B,t2b-c-h5,C,H5,H5,0,J_H5,recursive model state,TRAINING TRUTH WINDOWS,0.0015276449175796,EXISTING DIAGNOSTIC INITIAL ENDPOINT,True,,
Test 2B,t2b-c-h5,C,H5,H5,20,J_H5,recursive model state,TRAINING TRUTH WINDOWS,0.0007034132450114,RECORDED TRAINING FINAL ENDPOINT,True,,
