physical_case,run_id,representation,model_label,objective,checkpoint_iteration,curve_role,curve_label,evaluation_state,input_state_indices,target_state_indices,normalized_objective,numerator,denominator,denominator_definition,normalization,weighting,checkpoint_parameter_pytree_sha256,checkpoint_npz_sha256,checkpoint_path,evaluation_source,used_during_optimization
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,10,evaluation,EVALUATION,Y*,81..160,81..160,481.1747974265937,927172772149400.0,1926893879538.3315,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,c42cf659ce501bfbd0e92a29af1029f39ff49d8ca6d25b7c58ed171b86ec2d92,9ee089bac489dbe1d452e53b28cb5737a973850ffa9489d7d77c81c34e564e17,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,20,evaluation,EVALUATION,Y*,81..160,81..160,152.96436989201632,294746108132363.7,1926893879538.3315,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,e7e1dca4b7d1f4aff5633a35bc5f5aec5771f44a35f418f17584812de8bec573,77ce012b12557363e5dac2d5b2f5d78554a97e734eed7fd0ccddb39e013b1a30,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000020_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,100,evaluation,EVALUATION,Y*,81..160,81..160,97.64738451143252,188156147568005.4,1926893879538.3315,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,80473a5b5e26db8fc21978d1a57c899a1a8d8c3e05e1fe8197d3f9f5c5d33400,4b38f952ea0c37cd59f8b8eb36ebd7079f076c500c796e099d66144bea48116a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000100_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,500,evaluation,EVALUATION,Y*,81..160,81..160,28.159899236275873,54261137486796.12,1926893879538.3315,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,f01c80062974ebd284a6eccf2016bbace28443678d1df439cb61d09f16942871,b431c1e3899992f882d0a76fea13c1aa453fc80065f6f747bdaea8f3420bf26f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000500_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,1000,evaluation,EVALUATION,Y*,81..160,81..160,27.272626563284796,52551457203727.99,1926893879538.3315,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,7b6563184aea573171801ccd761b4b7031e119976b08700baabc6ffde362856b,761ea20613b94cc442801f754c1406d4c9673e5ee290d4f6230e7b4cfba6767f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000001000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,5000,evaluation,EVALUATION,Y*,81..160,81..160,3.8352136730214825,7390049753266.818,1926893879538.3315,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,fdbd1fbff1c8d51d1e44dc724938c1288a1e5cac0ee0fb0f3064b898e17f773a,68e59bc830265fc98fddfdb344c2cd713676d688816b11b9a7df98d86abab25a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000005000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,10000,evaluation,EVALUATION,Y*,81..160,81..160,5.000391289097345,9635223370258.46,1926893879538.3315,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,ed838229022ef2ac38a29bb88c8e98f2c173b89e0573088036ad301f76f4e158,a7f98ffe462a89a00d9d2dedd4efb4531cd0feea6e1d64de0b5359bae5e31db4,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000010000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,0,training,TRAINING,Y*,0..80,0..80,1.133897742931424,2297518277744087.0,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,6d4ac7bafe775b90a70e2a199ef3305308c3d02333f7daeac1c870b6f18e0975,fd3824949aa2a8ce09fe2b7ad9527a97bddd603e30434adeac7097933428cba3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,1,training,TRAINING,Y*,0..80,0..80,0.926681222724748,1877653483415664.0,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,1f6717c6d29b26d8ae17bd04c2e27d3a2ba394e39a53c3c0856eb8bf94579224,ad647a22109ac6044364ae808e5e02a51fb926ce94e5dccf2d6073dde6df33b2,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000001_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,5,training,TRAINING,Y*,0..80,0..80,0.4060486444515896,822741017077020.2,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,a3b1a2203b097b5a4518a098fef7ec1f626901fde70bc5c3741922d68f88221b,51ab39228d854d90b27e709f77d6c96db9fa0fbcf43c214d94f6d175b8e88b82,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000005_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,10,training,TRAINING,Y*,0..80,0..80,0.2008861685735239,407038153943626.1,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,c42cf659ce501bfbd0e92a29af1029f39ff49d8ca6d25b7c58ed171b86ec2d92,9ee089bac489dbe1d452e53b28cb5737a973850ffa9489d7d77c81c34e564e17,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,20,training,TRAINING,Y*,0..80,0..80,0.0952420308291294,192980635161758.72,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,e7e1dca4b7d1f4aff5633a35bc5f5aec5771f44a35f418f17584812de8bec573,77ce012b12557363e5dac2d5b2f5d78554a97e734eed7fd0ccddb39e013b1a30,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000020_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,100,training,TRAINING,Y*,0..80,0..80,0.0043126943234802,8738437038337.395,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,80473a5b5e26db8fc21978d1a57c899a1a8d8c3e05e1fe8197d3f9f5c5d33400,4b38f952ea0c37cd59f8b8eb36ebd7079f076c500c796e099d66144bea48116a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000100_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,500,training,TRAINING,Y*,0..80,0..80,0.0003055969122511,619204417590.7064,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,f01c80062974ebd284a6eccf2016bbace28443678d1df439cb61d09f16942871,b431c1e3899992f882d0a76fea13c1aa453fc80065f6f747bdaea8f3420bf26f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000500_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,1000,training,TRAINING,Y*,0..80,0..80,0.0002716551903338,550431261484.3768,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,7b6563184aea573171801ccd761b4b7031e119976b08700baabc6ffde362856b,761ea20613b94cc442801f754c1406d4c9673e5ee290d4f6230e7b4cfba6767f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000001000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,5000,training,TRAINING,Y*,0..80,0..80,6.327832458300262e-05,128215360001.1743,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,fdbd1fbff1c8d51d1e44dc724938c1288a1e5cac0ee0fb0f3064b898e17f773a,68e59bc830265fc98fddfdb344c2cd713676d688816b11b9a7df98d86abab25a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000005000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-a-m1y,A,M1-Y,J_M1_Y,10000,training,TRAINING,Y*,0..80,0..80,2.439509618905571e-05,49429659535.94839,2026212938570984.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,ed838229022ef2ac38a29bb88c8e98f2c173b89e0573088036ad301f76f4e158,a7f98ffe462a89a00d9d2dedd4efb4531cd0feea6e1d64de0b5359bae5e31db4,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000010000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-h1,B,H1,J_H1,0,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.8150799042262715,141283874.5305602,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,cfc9d3da6a8d07d74ae17e3d9a5beabe434e63b8005e95df4a1925c3a63c609c,a740fa161ad5ff954beb73b4b44fda51b705ce34a40718bd8912716425aeb459,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-b-h1,B,H1,J_H1,1,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.8655926195036303,145215730.15345988,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,d22668e2aed362752e7fed1ea514fa7726bd095e4a78b16f0649cb8a288ba7e3,895f3dbf831cb3d347130bfdb9233ac61e65ff51943e5134dd7c66c7fb60edf0,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000001_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-b-h1,B,H1,J_H1,5,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,2.026646018863373,157751954.15929043,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,17a2b9ee15ffdf1069bd0c17f2b82195e018460ee934c60ca92ea41df9722147,cc5163aaae33c8c8dbf8d1e5b64b081f592c752dee2b2d05ce43a616eed3fb74,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000005_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-b-h1,B,H1,J_H1,10,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,2.142005435237599,166731407.4996008,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,cc79175e2ab1b3382d6eab0c2a01268596db05cb3aa0d5f0be037eb14490dc6b,41174577c81f55f96e312a2d8b5119b8315ce4543504d462006731446e788490,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-b-h1,B,H1,J_H1,20,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,2.099783302384599,163444881.92762673,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,6a6818ee68e0a0e69eff6d0e4ca3f9872948a10f71f72d24dc6046bd4cd7730b,222bf6903eba4979c796c9165a575fac9d5122f5e5a45544d4d048050d9bba1f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000020_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-b-h1,B,H1,J_H1,100,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,2.1452832142801497,166986546.30748928,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,9370fc528568f1e95bf674e111b58b738056e258b7736901e245bc32925630d7,7312e6b41053b245b5a08ee399371e37e888682daa6d4a0cae05a7e29f9ec306,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000100_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-b-h1,B,H1,J_H1,500,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.404453214416746,109321133.06288975,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,f067cdc8fd26ac6bdc7a2df9a505490950dde1646875d0d8d21ceb9f2e6fac84,ba3badc86d528fcf879926ef836097d6b015f309695b91af4fe8982a93107be0,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000500_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-b-h1,B,H1,J_H1,1000,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.4244221860803148,110875496.41650896,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,a2a5d8be94d04ecb9d7bc2aa2b96ea9d2f0561b61340a20edfce955ff25e9f7a,c36ecc91f11399df7ff3fecdc88b4714680eff27be32a1c0257986589ea9fcd5,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000001000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-b-h1,B,H1,J_H1,5000,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,0.5609756645104439,43665744.52995038,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,9ebda59a2f74f1522e595b854a06f7c1af01ef9c85a734dc0aab1996c7ac5e03,bc622626887cc65acf215c03bf3281eb0fe97447723528415fbc5f8345eccf8e,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000005000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-b-h1,B,H1,J_H1,0,training,TRAINING,Y*=P(X*),0..79,1..80,0.0002232160585281,20132842.945371933,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,cfc9d3da6a8d07d74ae17e3d9a5beabe434e63b8005e95df4a1925c3a63c609c,a740fa161ad5ff954beb73b4b44fda51b705ce34a40718bd8912716425aeb459,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-b-h1,B,H1,J_H1,1,training,TRAINING,Y*=P(X*),0..79,1..80,0.0002050129556552,18491024.638592012,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,d22668e2aed362752e7fed1ea514fa7726bd095e4a78b16f0649cb8a288ba7e3,895f3dbf831cb3d347130bfdb9233ac61e65ff51943e5134dd7c66c7fb60edf0,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000001_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
