physical_case,run_id,representation,model_label,objective,checkpoint_iteration,curve_role,curve_label,evaluation_state,input_state_indices,target_state_indices,normalized_objective,numerator,denominator,denominator_definition,normalization,weighting,checkpoint_parameter_pytree_sha256,checkpoint_npz_sha256,checkpoint_path,evaluation_source,used_during_optimization
Test 2B,t2b-b-h1,B,H1,J_H1,5,training,TRAINING,Y*=P(X*),0..79,1..80,0.0001827729482912,16485100.072424864,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,17a2b9ee15ffdf1069bd0c17f2b82195e018460ee934c60ca92ea41df9722147,cc5163aaae33c8c8dbf8d1e5b64b081f592c752dee2b2d05ce43a616eed3fb74,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000005_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-b-h1,B,H1,J_H1,10,training,TRAINING,Y*=P(X*),0..79,1..80,0.0001317405063711,11882258.569578748,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,cc79175e2ab1b3382d6eab0c2a01268596db05cb3aa0d5f0be037eb14490dc6b,41174577c81f55f96e312a2d8b5119b8315ce4543504d462006731446e788490,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-b-h1,B,H1,J_H1,20,training,TRAINING,Y*=P(X*),0..79,1..80,0.0001187373613367,10709447.444342546,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,6a6818ee68e0a0e69eff6d0e4ca3f9872948a10f71f72d24dc6046bd4cd7730b,222bf6903eba4979c796c9165a575fac9d5122f5e5a45544d4d048050d9bba1f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000020_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-b-h1,B,H1,J_H1,100,training,TRAINING,Y*=P(X*),0..79,1..80,8.081725316017496e-05,7289265.279023888,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,9370fc528568f1e95bf674e111b58b738056e258b7736901e245bc32925630d7,7312e6b41053b245b5a08ee399371e37e888682daa6d4a0cae05a7e29f9ec306,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000100_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-b-h1,B,H1,J_H1,500,training,TRAINING,Y*=P(X*),0..79,1..80,6.056265016235022e-05,5462413.108239996,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,f067cdc8fd26ac6bdc7a2df9a505490950dde1646875d0d8d21ceb9f2e6fac84,ba3badc86d528fcf879926ef836097d6b015f309695b91af4fe8982a93107be0,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000500_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-b-h1,B,H1,J_H1,1000,training,TRAINING,Y*=P(X*),0..79,1..80,5.049268541097489e-05,4554158.477539853,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,a2a5d8be94d04ecb9d7bc2aa2b96ea9d2f0561b61340a20edfce955ff25e9f7a,c36ecc91f11399df7ff3fecdc88b4714680eff27be32a1c0257986589ea9fcd5,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000001000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-b-h1,B,H1,J_H1,5000,training,TRAINING,Y*=P(X*),0..79,1..80,2.2820014210665148e-05,2058237.9473223991,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,9ebda59a2f74f1522e595b854a06f7c1af01ef9c85a734dc0aab1996c7ac5e03,bc622626887cc65acf215c03bf3281eb0fe97447723528415fbc5f8345eccf8e,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000005000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,0,evaluation,EVALUATION,Y*,81..160,81..160,3.506885721272734,655842157429282.8,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,cfadd9f3ee02a78c5b3a946b88c039d9f7ed34e719325ff22c92e1fe4afac056,eac3262e534363da60729c45e1f25f248e15c332e801fac3a8700467a8cf3039,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,1,evaluation,EVALUATION,Y*,81..160,81..160,1.7578066619676491,328737177415075.25,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,7e21d5fd4326a68b324dcf79771d230ce522118b758c07ba04037564c9882809,a19e4bd822f7feddf5505d9a6895caa4c622b5275a001b0de61c2612dd874458,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000001_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,5,evaluation,EVALUATION,Y*,81..160,81..160,6.847726091529203,1280631252427410.0,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,b62514206777a98739ece9947719f52b29ee501eac27f4691073e686a66cb70a,d9b9a488a35266cf1fd814aac6c27f1e33d94a50974a16aeb7cf434390b17d2f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000005_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,10,evaluation,EVALUATION,Y*,81..160,81..160,5.089491437687298,951814033877127.2,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,bb4de844fcfef20f82290fc8b30e2b398ab6cfe2d89dd4a872f0736a42fdcfce,3749fa6c0110b5c90903692bc71410c3aa9390e1238e1c9888de63a96c4df794,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,20,evaluation,EVALUATION,Y*,81..160,81..160,2.345445278716724,438634735769957.3,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,c9a4f98d97f1f6953dcd85433f7be653e7883230266f03b17b18086f0d40ea25,4574dbdaebb41cb89105afb015b9d529475e0e28efdbf4242c9fc44f8fd11abd,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000020_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,100,evaluation,EVALUATION,Y*,81..160,81..160,1.0436575190870223,195180183598030.97,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,072a66c244feb3e131e39076536d26459c9b1fddd03e03f8d5351813bcd7480d,a3d4f40c31ff1952475299958d99e8c5699279fa7ede05573759aa869c734281,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000100_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,500,evaluation,EVALUATION,Y*,81..160,81..160,0.1417253071639359,26504836085445.613,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,8ea767ed1ba7b80c8e2cda0e2d85c0ee4f97956f1b7f8a59508d0517fc8a3757,58bbb7be3662995816ba3a76d18f01ad931c2cdd4655f211ac12386d653dd8d5,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000500_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,1000,evaluation,EVALUATION,Y*,81..160,81..160,0.1115121697342846,20854509610769.793,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,74d785bb4b2c130bfae950ef22df57c98bfdce6fa493ee39f113168a450966ac,d5bea6792f12e230705a4869f1d6db6a48c10d0ac45d81b5b07ff97daca8aabd,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000001000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,5000,evaluation,EVALUATION,Y*,81..160,81..160,0.0232005407052879,4338861850382.655,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,a818a53f28b060e65e50e8ceebb29cfc077f8392c2259c2b54bca92270f59b38,b0e74f5ca99984d66a168e26a469e718f092491fc120c4e343d76061e16ae9d0,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000005000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,10000,evaluation,EVALUATION,Y*,81..160,81..160,0.0893367329318733,16707358129269.02,187015548710626.84,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,1adbd173137cbf10928ee4b25865258fc97f74b3c2c4c0a09cfd8629020566ab,3a829ffff2c2ee96946c197e18a7bd7d7495c255212c61bec1b3d24d788a71ee,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000010000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,0,training,TRAINING,Y*,0..80,0..80,0.949114275743188,1937424010908137.5,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,cfadd9f3ee02a78c5b3a946b88c039d9f7ed34e719325ff22c92e1fe4afac056,eac3262e534363da60729c45e1f25f248e15c332e801fac3a8700467a8cf3039,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,1,training,TRAINING,Y*,0..80,0..80,0.7611138863288753,1553659402345949.5,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,7e21d5fd4326a68b324dcf79771d230ce522118b758c07ba04037564c9882809,a19e4bd822f7feddf5505d9a6895caa4c622b5275a001b0de61c2612dd874458,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000001_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,5,training,TRAINING,Y*,0..80,0..80,0.3509832760358692,716461066699925.6,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,b62514206777a98739ece9947719f52b29ee501eac27f4691073e686a66cb70a,d9b9a488a35266cf1fd814aac6c27f1e33d94a50974a16aeb7cf434390b17d2f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000005_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,10,training,TRAINING,Y*,0..80,0..80,0.2017415307925937,411814357600805.4,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,bb4de844fcfef20f82290fc8b30e2b398ab6cfe2d89dd4a872f0736a42fdcfce,3749fa6c0110b5c90903692bc71410c3aa9390e1238e1c9888de63a96c4df794,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,20,training,TRAINING,Y*,0..80,0..80,0.1087594604023691,222010347312463.9,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,c9a4f98d97f1f6953dcd85433f7be653e7883230266f03b17b18086f0d40ea25,4574dbdaebb41cb89105afb015b9d529475e0e28efdbf4242c9fc44f8fd11abd,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000020_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,100,training,TRAINING,Y*,0..80,0..80,0.0087164113399509,17792783282866.125,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,072a66c244feb3e131e39076536d26459c9b1fddd03e03f8d5351813bcd7480d,a3d4f40c31ff1952475299958d99e8c5699279fa7ede05573759aa869c734281,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000100_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,500,training,TRAINING,Y*,0..80,0..80,0.0003624471168815,739862169263.9247,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,8ea767ed1ba7b80c8e2cda0e2d85c0ee4f97956f1b7f8a59508d0517fc8a3757,58bbb7be3662995816ba3a76d18f01ad931c2cdd4655f211ac12386d653dd8d5,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000000500_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,1000,training,TRAINING,Y*,0..80,0..80,0.000301714300691,615888460992.2798,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,74d785bb4b2c130bfae950ef22df57c98bfdce6fa493ee39f113168a450966ac,d5bea6792f12e230705a4869f1d6db6a48c10d0ac45d81b5b07ff97daca8aabd,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000001000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,5000,training,TRAINING,Y*,0..80,0..80,0.0001063949973905,217183776340.88837,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,a818a53f28b060e65e50e8ceebb29cfc077f8392c2259c2b54bca92270f59b38,b0e74f5ca99984d66a168e26a469e718f092491fc120c4e343d76061e16ae9d0,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000005000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-b-m1y,B,M1-Y,J_M1_Y,10000,training,TRAINING,Y*,0..80,0..80,3.261043519805743e-05,66567579662.00447,2041296881127481.2,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,1adbd173137cbf10928ee4b25865258fc97f74b3c2c4c0a09cfd8629020566ab,3a829ffff2c2ee96946c197e18a7bd7d7495c255212c61bec1b3d24d788a71ee,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-B/m1y-seed0-m20-10k/checkpoint_000010000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-c-h1,C,H1,J_H1,0,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.115292357358317,86813161.84208155,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,8ad9c8017c9304827d8e9e73392c3a9503f7de05a38b86baf52f4351c35615e4,e13a7bd42f3f773d068a6cc0c1344a3a8db0caef74a269ce7980b0b50f91e3b0,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-c-h1,C,H1,J_H1,1,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.0815890611140115,84189733.38212258,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,4a38862c803dabb3acf1340a94b17e98fd0da2d987660e6e53e7ba55c06daf15,ad15aab20138c9adb8b60761ab749c7463f15e1929c6ed1fbf27565ddc0babac,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000001_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-c-h1,C,H1,J_H1,5,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.1806837719449208,91903159.47376586,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,63ef21c669455becad428056bb25563be1e864311c655018ef3edd62114b429b,16daca5b8ad4bee56dcf5d5987aeb5478abf1e08cb64d8cdb1a22c27395c6376,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000005_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
