physical_case,run_id,representation,model_label,trained_objective,checkpoint_iteration,objective,evaluation_state,support,value,history_kind,fitted_objective,checkpoint_parameter_pytree_sha256,checkpoint_path
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,0,J_M2_X,X_n*,TRAINING SUPPORT,0.000514694288398967,RECORDED SPARSE TRAINING CHECKPOINT,True,ed8fb21167bf5f0b56c59201c7dc771473d5d946d6d304cd26b57ac983a56516,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000000000_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,10,J_M2_X,X_n*,TRAINING SUPPORT,0.0005134612241563006,RECORDED SPARSE TRAINING CHECKPOINT,True,5bcec69b1ae68d95a7a7beedc89664b613bd850dcdbc7c67f74b55313cdb4e92,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000000010_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,25,J_M2_X,X_n*,TRAINING SUPPORT,0.0005127458643995248,RECORDED SPARSE TRAINING CHECKPOINT,True,f7bece9aa372e6901ce146e88eccbbee6333eb958ab1bd1d8a20e065cd128dfd,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000000025_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,50,J_M2_X,X_n*,TRAINING SUPPORT,0.0005118887796017129,RECORDED SPARSE TRAINING CHECKPOINT,True,d10a866977f550181385ec13d1b48652255b45fe1b17ab3a685578019b79f742,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000000050_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,75,J_M2_X,X_n*,TRAINING SUPPORT,0.0005113306642464097,RECORDED SPARSE TRAINING CHECKPOINT,True,f826e26eba8b1ff573210e7a4fab61048ab78ad9ae472ab7587d91c3a8cdd2be,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000000075_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,100,J_M2_X,X_n*,TRAINING SUPPORT,0.0005109561350932422,RECORDED SPARSE TRAINING CHECKPOINT,True,5d89e0d9d24d907200081702db331b90e9247cb6c06e27da307b9f7774bda57f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000000100_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,500,J_M2_X,X_n*,TRAINING SUPPORT,0.0005069309808426007,RECORDED SPARSE TRAINING CHECKPOINT,True,04adc4e4b4403908597f5a0335c517eb5cda834c6085a4c2f6d0d246a3ba7354,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000000500_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,1000,J_M2_X,X_n*,TRAINING SUPPORT,0.0005042911937493707,RECORDED SPARSE TRAINING CHECKPOINT,True,da0be27ff18e9bfb4e679482c55744a578e4c0b6b656727820fe916b440265dd,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000001000_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,5000,J_M2_X,X_n*,TRAINING SUPPORT,0.0004943665774838233,RECORDED SPARSE TRAINING CHECKPOINT,True,15d74fd17b3187c3441a0af7bc027b9b77fe0df250a68363f8c306c15254b60c,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000005000_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,10000,J_M2_X,X_n*,TRAINING SUPPORT,0.000487481998569494,RECORDED SPARSE TRAINING CHECKPOINT,True,884422b697d5859c4ead6f50264425c6f04c20b30ffb7929b476d0810fc2268f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000010000_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,25000,J_M2_X,X_n*,TRAINING SUPPORT,0.000474553427783722,RECORDED SPARSE TRAINING CHECKPOINT,True,24c44d2021889ad47a2feee383505261b8228e6b48f4632d9c52da0afa1e9f53,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000025000_parameters.npz
Test 2A,t2a-c-m2x-warm,C,warm M2-X,M2-X,50000,J_M2_X,X_n*,TRAINING SUPPORT,0.00043850961099866574,RECORDED SPARSE TRAINING CHECKPOINT,True,db7631e1fd885bc24a25412e9c7c056c52268dca054d35f21c8d17b7f9dd522d,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/m1-to-m2x-m20-50k/checkpoint_000050000_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,0,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0005169328070913088,RECORDED SPARSE TRAINING CHECKPOINT,True,ed8fb21167bf5f0b56c59201c7dc771473d5d946d6d304cd26b57ac983a56516,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000000000_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,10,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0005120465564858774,RECORDED SPARSE TRAINING CHECKPOINT,True,384b8292da416e8b3c0d79090002a45227ac424c114c4265c98da2f9430277f4,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000000010_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,25,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0005049922626841721,RECORDED SPARSE TRAINING CHECKPOINT,True,05b962d5ed8bd1335039f7e460deb765cfee546a6f638a548081bc5af4819a08,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000000025_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,50,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0005014788890428452,RECORDED SPARSE TRAINING CHECKPOINT,True,18c3181c5111a77767e3e44d1d94d249eccb806e5423e5aad0eec92616e54910,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000000050_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,75,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0004990434861958365,RECORDED SPARSE TRAINING CHECKPOINT,True,4c1899bb31adc5cd92c21647d20fcb10f3adb7822cc3b416bd898905e267ed38,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000000075_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,100,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0004971934920959468,RECORDED SPARSE TRAINING CHECKPOINT,True,7ba7900f0ca7913072fd82eca2abf854a5e1ca2b161d7c2be2306e4fdb8213e7,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000000100_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,500,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.00048492807649042107,RECORDED SPARSE TRAINING CHECKPOINT,True,06e9c1d8eaba3900779cc5232bae4cd0aabbab1d9ea966c1ff6c121970fffae2,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000000500_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,1000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0004782351330583537,RECORDED SPARSE TRAINING CHECKPOINT,True,a0590a31a1a3d004f6a17367f67ef59438fcc27273a8c9846049499b04b94c03,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000001000_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,5000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0004549266578919739,RECORDED SPARSE TRAINING CHECKPOINT,True,d4b143186f33ddc0584f21c99bc1aa1086a71d820de99ba920f7c08627a6b859,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000005000_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,10000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0004450058629802094,RECORDED SPARSE TRAINING CHECKPOINT,True,043cb6de50e206e0320dca0ba176e8d9f33fe0c258afcf9b2a7af6cd2534de8a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000010000_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,25000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0004210584081450941,RECORDED SPARSE TRAINING CHECKPOINT,True,d282cb4b3dbca7f4f86a5a4f8c3190ea2dbbafef4f517cb9185275ca6fc47f09,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000025000_parameters.npz
Test 2A,t2a-c-h1,C,H1,H1,50000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH WINDOWS,0.0003984244402958454,RECORDED SPARSE TRAINING CHECKPOINT,True,282ff45c40844f90f1c1d7e3602a0989bcd56b88ae425ae2414bcc0045166afb,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h1-from-m1/checkpoint_000050000_parameters.npz
Test 2A,t2a-c-h2,C,H2,H2,0,J_H2,recursive model state,TRAINING TRUTH WINDOWS,0.0007660054050077655,RECORDED SPARSE TRAINING CHECKPOINT,True,282ff45c40844f90f1c1d7e3602a0989bcd56b88ae425ae2414bcc0045166afb,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h2-from-h1/checkpoint_000000000_parameters.npz
Test 2A,t2a-c-h2,C,H2,H2,10,J_H2,recursive model state,TRAINING TRUTH WINDOWS,0.000724090866401629,RECORDED SPARSE TRAINING CHECKPOINT,True,42b380c58a7d4ae92a87219e33929cb47c8e50c0f66fbe6149a28466b28824f0,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h2-from-h1/checkpoint_000000010_parameters.npz
Test 2A,t2a-c-h2,C,H2,H2,25,J_H2,recursive model state,TRAINING TRUTH WINDOWS,0.0007086756701609168,RECORDED SPARSE TRAINING CHECKPOINT,True,3a37dfd10165173a165aa606078f8e1584e2848c7f5e9ab505cf79553cd60043,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h2-from-h1/checkpoint_000000025_parameters.npz
Test 2A,t2a-c-h2,C,H2,H2,50,J_H2,recursive model state,TRAINING TRUTH WINDOWS,0.0007029922588473177,RECORDED SPARSE TRAINING CHECKPOINT,True,37826097c999917151fa469cadaf164320c41d32c117391bdd3def96a1d6feca,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h2-from-h1/checkpoint_000000050_parameters.npz
Test 2A,t2a-c-h2,C,H2,H2,75,J_H2,recursive model state,TRAINING TRUTH WINDOWS,0.00069968530293369,RECORDED SPARSE TRAINING CHECKPOINT,True,37a138a737271dff3f855039a182c831696e47e98d6da47af5f255474167607d,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h2-from-h1/checkpoint_000000075_parameters.npz
Test 2A,t2a-c-h2,C,H2,H2,100,J_H2,recursive model state,TRAINING TRUTH WINDOWS,0.0006962489812542169,RECORDED SPARSE TRAINING CHECKPOINT,True,bf0233109c26d2892b202819f228f8002de162dd52b78fb5bf7bcfbadc5c8cc5,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h2-from-h1/checkpoint_000000100_parameters.npz
Test 2A,t2a-c-h5,C,H5,H5,0,J_H5,recursive model state,TRAINING TRUTH WINDOWS,0.0020390381125901676,RECORDED SPARSE TRAINING CHECKPOINT,True,bf0233109c26d2892b202819f228f8002de162dd52b78fb5bf7bcfbadc5c8cc5,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h5-from-h2/checkpoint_000000000_parameters.npz
Test 2A,t2a-c-h5,C,H5,H5,10,J_H5,recursive model state,TRAINING TRUTH WINDOWS,0.0018433189966561001,RECORDED SPARSE TRAINING CHECKPOINT,True,6edb205d09db5183c2eb59ca589f69cf28cf2ea9a3165873da1ba1ce6e7b53fc,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h5-from-h2/checkpoint_000000010_parameters.npz
Test 2A,t2a-c-h5,C,H5,H5,25,J_H5,recursive model state,TRAINING TRUTH WINDOWS,0.001787781125853742,RECORDED SPARSE TRAINING CHECKPOINT,True,f16e365a580420ed905347d772484867408aebb1cea8671aa477871cda20f58d,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h5-from-h2/checkpoint_000000025_parameters.npz
Test 2A,t2a-c-h5,C,H5,H5,50,J_H5,recursive model state,TRAINING TRUTH WINDOWS,0.0017312168385166622,RECORDED SPARSE TRAINING CHECKPOINT,True,29111173dcea8152f2497d5ab804ee63518f6046483b85910472069384bb0403,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h5-from-h2/checkpoint_000000050_parameters.npz
Test 2A,t2a-c-h5,C,H5,H5,75,J_H5,recursive model state,TRAINING TRUTH WINDOWS,0.0016708303538145518,RECORDED SPARSE TRAINING CHECKPOINT,True,18f8edc477d8ebb44428c8f5722b9bca8a78f09951acd8f1e335c5b63972bf16,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h5-from-h2/checkpoint_000000075_parameters.npz
Test 2A,t2a-c-h5,C,H5,H5,100,J_H5,recursive model state,TRAINING TRUTH WINDOWS,0.0016206670827861548,RECORDED SPARSE TRAINING CHECKPOINT,True,9afcd50bb6f3caadba30140b2ea714d049a1b4f29cb5c0b162f1e878f934ccce,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2a/problem-b/production/h5-from-h2/checkpoint_000000100_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,0,J_M1_X,X,TRAINING TRUTH SUPPORT,1.1366538776201334,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,6d4ac7bafe775b90a70e2a199ef3305308c3d02333f7daeac1c870b6f18e0975,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000000_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,1,J_M1_X,X,TRAINING TRUTH SUPPORT,0.9328884491403122,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,a7a536b3976f64801487bd8feaadc01feec3092a5910d0c8937ae48cbdb0913d,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000001_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,5,J_M1_X,X,TRAINING TRUTH SUPPORT,0.401929776428572,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,779129058c0257d5ccb6e6261dd14bde7ab1ef793ebde427f4c4c55603d65668,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000005_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,10,J_M1_X,X,TRAINING TRUTH SUPPORT,0.19769297023154875,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,73ece265e51904f6662c8cdfa710831d94ae38d891309a55725cfe93a325acfc,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000010_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,20,J_M1_X,X,TRAINING TRUTH SUPPORT,0.088961910908395,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,e163adcc5ccfd96bac75a2defcfecab8dd365039e8a6e27d397f83e72fc47f22,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000020_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,100,J_M1_X,X,TRAINING TRUTH SUPPORT,0.003535908682146241,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,f23a77fdf271fa4d1173965aa97c420b4b087cef6a9a34cf4a4c357e51dc25b6,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000100_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,500,J_M1_X,X,TRAINING TRUTH SUPPORT,0.00012941919689497765,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,69302d4b361a04f6d8531e844e128b551e6a941533ab8e9fea0375cf93bb1109,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000500_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,1000,J_M1_X,X,TRAINING TRUTH SUPPORT,0.00011959491575286309,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,3a18b2ae4d4ad45a05588e4c32c642e8f3880296b55509a0b10acfd8baaffd8d,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000001000_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,5000,J_M1_X,X,TRAINING TRUTH SUPPORT,6.915451524415331e-05,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,b921911072ce1787f8694cc72fd928c0584010fa6ca7ae3ff187b817bcbdd263,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000005000_parameters.npz
Test 2B,t2b-a-m1x,A,M1-X,M1-X,10000,J_M1_X,X,TRAINING TRUTH SUPPORT,2.9897337575707054e-05,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,471f3ac8a9b84f68bbe14bdc7dee62e3a025ac5cf61503db6644d5a1fa1bb506,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000010000_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,0,J_M1_Y,Y,TRAINING TRUTH SUPPORT,1.1338977429314239,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,6d4ac7bafe775b90a70e2a199ef3305308c3d02333f7daeac1c870b6f18e0975,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000000_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,1,J_M1_Y,Y,TRAINING TRUTH SUPPORT,0.926681222724748,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,1f6717c6d29b26d8ae17bd04c2e27d3a2ba394e39a53c3c0856eb8bf94579224,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000001_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,5,J_M1_Y,Y,TRAINING TRUTH SUPPORT,0.40604864445158967,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,a3b1a2203b097b5a4518a098fef7ec1f626901fde70bc5c3741922d68f88221b,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000005_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,10,J_M1_Y,Y,TRAINING TRUTH SUPPORT,0.20088616857352398,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,c42cf659ce501bfbd0e92a29af1029f39ff49d8ca6d25b7c58ed171b86ec2d92,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000010_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,20,J_M1_Y,Y,TRAINING TRUTH SUPPORT,0.09524203082912948,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,e7e1dca4b7d1f4aff5633a35bc5f5aec5771f44a35f418f17584812de8bec573,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000020_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,100,J_M1_Y,Y,TRAINING TRUTH SUPPORT,0.0043126943234802866,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,80473a5b5e26db8fc21978d1a57c899a1a8d8c3e05e1fe8197d3f9f5c5d33400,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000100_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,500,J_M1_Y,Y,TRAINING TRUTH SUPPORT,0.00030559691225119173,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,f01c80062974ebd284a6eccf2016bbace28443678d1df439cb61d09f16942871,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000500_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,1000,J_M1_Y,Y,TRAINING TRUTH SUPPORT,0.00027165519033383353,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,7b6563184aea573171801ccd761b4b7031e119976b08700baabc6ffde362856b,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000001000_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,5000,J_M1_Y,Y,TRAINING TRUTH SUPPORT,6.327832458300262e-05,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,fdbd1fbff1c8d51d1e44dc724938c1288a1e5cac0ee0fb0f3064b898e17f773a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000005000_parameters.npz
Test 2B,t2b-a-m1y,A,M1-Y,M1-Y,10000,J_M1_Y,Y,TRAINING TRUTH SUPPORT,2.439509618905571e-05,POST-HOC FIXED-ARRAY CHECKPOINT EVALUATION,True,ed838229022ef2ac38a29bb88c8e98f2c173b89e0573088036ad301f76f4e158,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000010000_parameters.npz
Test 2B,t2b-a-m2x-independent,A,M2-X-independent,M2-X,0,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,1.1339584444721977,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,6d4ac7bafe775b90a70e2a199ef3305308c3d02333f7daeac1c870b6f18e0975,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m2x-seed0-m20-10k/checkpoint_000000000_parameters.npz
Test 2B,t2b-a-m2x-independent,A,M2-X-independent,M2-X,1,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0.915654176294694,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,9ceebe6c9ec51f78c523296defeaff330803210c5574cf9e81b73ad26eb7c336,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m2x-seed0-m20-10k/checkpoint_000000001_parameters.npz
