run_id,physical_case,representation,model_label,trained_objective,checkpoint_iteration,objective,evaluation_state,support,state_indices,value,history_kind,fitted_objective,checkpoint_parameter_pytree_sha256,checkpoint_path
t2b-b-h1,Test 2B,B,H1,H1,20,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,0.00011873736133676852,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,6a6818ee68e0a0e69eff6d0e4ca3f9872948a10f71f72d24dc6046bd4cd7730b,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000020_parameters.npz
t2b-b-h1,Test 2B,B,H1,H1,100,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,8.081725316017496e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,9370fc528568f1e95bf674e111b58b738056e258b7736901e245bc32925630d7,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000100_parameters.npz
t2b-b-h1,Test 2B,B,H1,H1,500,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,6.056265016235022e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,f067cdc8fd26ac6bdc7a2df9a505490950dde1646875d0d8d21ceb9f2e6fac84,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000000500_parameters.npz
t2b-b-h1,Test 2B,B,H1,H1,1000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,5.049268541097489e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,a2a5d8be94d04ecb9d7bc2aa2b96ea9d2f0561b61340a20edfce955ff25e9f7a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000001000_parameters.npz
t2b-b-h1,Test 2B,B,H1,H1,5000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,2.2820014210665148e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,9ebda59a2f74f1522e595b854a06f7c1af01ef9c85a734dc0aab1996c7ac5e03,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-B/h1-from-m1-m20-5k/checkpoint_000005000_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,0,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,1.2245927856502428,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,e52dd73e3f97d44adf4d55354b1c8d9a9b252186a17cae4ad09410270b86df1e,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000000000_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,1,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,0.9421391759803646,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,064aa6c1a42ee6f14b00c9741e8aafd5805dd3db200260c731f2527937939213,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000000001_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,5,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,0.39380707343251414,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,ce4153b758745f4ee22526b3505aae8e1bf7a8e2c78342427b23a12895acbfd3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000000005_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,10,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,0.1749643747590833,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,022c8ca95296bef619e90df515ae0a5ca74894c6b6fc2e97fa40ca5a36c8b547,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000000010_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,20,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,0.06541714498731287,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,3118c505bf9b00d1b0d69314ddc96d44d56236f1e93a0596ded004a93b48c97c,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000000020_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,100,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,0.0013658774137441509,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,c0de408131ce6c721a19ff2f1c0154e582b563a2de6342bc56de9189b6754407,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000000100_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,500,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,0.00015869768584813497,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,d4da121b0d2e41701bdf7bb72c7b000fcc3a102ee260e7eaa091d3466258fd31,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000000500_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,1000,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,0.00010144551159639248,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,c47b75a501bacd45e728aef61e9f3a26cabb5227159dfe8da48370fef18ef6fc,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000001000_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,5000,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,6.132703873096825e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,d0912117abb69cbde94cd7271b345463141eca96ccc4bcf9a435ebf8248906c9,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000005000_parameters.npz
t2b-c-m2x-independent,Test 2B,C,M2-X-independent,M2-X,10000,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,1.538900036045785e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,4a51c90c2b1916da51affcec49f89461c391c7862300cb72a192ccf843244fc3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m2x-seed0-m20-10k/checkpoint_000010000_parameters.npz
t2b-c-m2x-warm,Test 2B,C,warm M2-X,M2-X,0,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,2.910555341715176e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,8ad9c8017c9304827d8e9e73392c3a9503f7de05a38b86baf52f4351c35615e4,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/checkpoint_000000000_parameters.npz
t2b-c-m2x-warm,Test 2B,C,warm M2-X,M2-X,1,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,2.9084931378101337e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,2d793264ca4ee40a1a5b3acad41f4f6656f3a3d57491c1c4b02c6922a16f878f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/checkpoint_000000001_parameters.npz
t2b-c-m2x-warm,Test 2B,C,warm M2-X,M2-X,5,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,2.900557643061351e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,4e7c89c72e300371a3e588a78d79b93222086434832dd9a99c60a85d0ac784fe,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/checkpoint_000000005_parameters.npz
t2b-c-m2x-warm,Test 2B,C,warm M2-X,M2-X,10,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,2.8919396449513086e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,7046bda06844fe0b4a62cfb8bffa07a467563822b75f4af12df44ad0de6d850e,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/checkpoint_000000010_parameters.npz
t2b-c-m2x-warm,Test 2B,C,warm M2-X,M2-X,20,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,2.8793007234852332e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,706a0938c3966208c38d138c6c813892303094fd06091a4f547d6471b614402c,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/checkpoint_000000020_parameters.npz
t2b-c-m2x-warm,Test 2B,C,warm M2-X,M2-X,100,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,2.8365444650602146e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,13baf8493fddb33d18b513b8a92f5b11fc2d7f84d8a37a4d79504d2cb0620b4d,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/checkpoint_000000100_parameters.npz
t2b-c-m2x-warm,Test 2B,C,warm M2-X,M2-X,500,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,2.698632263715826e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,b6fa5946f0814bc1d6c8648bba4bae340534ed690354ea3ca2932ead34fb5874,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/checkpoint_000000500_parameters.npz
t2b-c-m2x-warm,Test 2B,C,warm M2-X,M2-X,1000,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,2.5341651145941735e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,1a07334d3392b4e5f892b08f4b0f3843f0238a0c58e36e9abe6b48e6aec52d12,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/checkpoint_000001000_parameters.npz
t2b-c-m2x-warm,Test 2B,C,warm M2-X,M2-X,5000,J_M2_X,X_n*,TRAINING TRUTH SUPPORT,0..80,1.4039537322282988e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,5b698bb87885a7faa9cc888de15ff75bac2661796c7bb9a31ddd788cd7270c11,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/m1-to-m2x-m20-5k/checkpoint_000005000_parameters.npz
t2b-c-h1,Test 2B,C,H1,H1,0,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,0.0002729769270888485,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,8ad9c8017c9304827d8e9e73392c3a9503f7de05a38b86baf52f4351c35615e4,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000000_parameters.npz
t2b-c-h1,Test 2B,C,H1,H1,1,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,0.0002512048249272274,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,4a38862c803dabb3acf1340a94b17e98fd0da2d987660e6e53e7ba55c06daf15,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000001_parameters.npz
t2b-c-h1,Test 2B,C,H1,H1,5,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,0.00022225014272643336,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,63ef21c669455becad428056bb25563be1e864311c655018ef3edd62114b429b,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000005_parameters.npz
t2b-c-h1,Test 2B,C,H1,H1,10,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,0.00016588853632649048,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,a2702fd49e9406c419270b8f01611e07c571d304bc4b922a2b59a2215f4158a1,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000010_parameters.npz
t2b-c-h1,Test 2B,C,H1,H1,20,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,0.00014696791697803706,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,590949aede38e6ba9cdad96e5d8972ed0329335b1bbeda1ce1a5d2704fb45227,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000020_parameters.npz
t2b-c-h1,Test 2B,C,H1,H1,100,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,0.00012196764004768813,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,28b2c1c3bef0019eaa34643085fe88caefff213ba1588c310848bf46e437f5c4,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000100_parameters.npz
t2b-c-h1,Test 2B,C,H1,H1,500,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,9.541784536262772e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,40d9b1024db4f65bf9dcb72a1150bd3be0a80d57e2053366e1ee5ff8831fda07,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000500_parameters.npz
t2b-c-h1,Test 2B,C,H1,H1,1000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,7.845821628543794e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,c76a29ff554221a16c4de208de7702c1d021ed50d22a2472f4bf57f2443831de,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000001000_parameters.npz
t2b-c-h1,Test 2B,C,H1,H1,5000,J_H1,Y_n*=P(X_n*),TRAINING TRUTH SUPPORT,0..79,3.426713133257584e-05,POST-HOC FIXED-MAP CHECKPOINT EVALUATION,True,c44aa9e8811aacb423570a3bcb2f819462d882931b929a7bee442bb8b9a1d1c3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000005000_parameters.npz
