run_id,physical_case,representation,model_label,trained_objective,checkpoint_iteration,checkpoint_parameter_pytree_sha256,checkpoint_npz_sha256,checkpoint_path,evaluation_state,support,state_first,state_last,support_use,quantity,metric,value,context
t2b-a-m1x,Test 2B,A,M1-X,M1-X,0,6d4ac7bafe775b90a70e2a199ef3305308c3d02333f7daeac1c870b6f18e0975,fd3824949aa2a8ce09fe2b7ad9527a97bddd603e30434adeac7097933428cba3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000000_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,22.697230973541817,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,1,a7a536b3976f64801487bd8feaadc01feec3092a5910d0c8937ae48cbdb0913d,1d5c4607d5243bdd9049670f6f985f144f83442008d109879730ae98eba0bb67,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000001_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,59.05045600852498,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,5,779129058c0257d5ccb6e6261dd14bde7ab1ef793ebde427f4c4c55603d65668,3b532e1074082160dfa1a56d3739b8a2d7b3a3b6c5d3cc0bd35780498c54edd8,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000005_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,48.69743920833997,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,10,73ece265e51904f6662c8cdfa710831d94ae38d891309a55725cfe93a325acfc,7f20757262bcd9a3a7d865bfd09d0d0da5e49d7889c8f3b5baa980c99e009e11,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000010_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,47.43312441892554,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,20,e163adcc5ccfd96bac75a2defcfecab8dd365039e8a6e27d397f83e72fc47f22,d57de763e01d8969f3fcb34cc8276d7c2f36858971ab5a2a39748384d9f27f08,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000020_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,26.191659448983568,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,100,f23a77fdf271fa4d1173965aa97c420b4b087cef6a9a34cf4a4c357e51dc25b6,f614f1b9c01bdfe99a4106f81532cb70d4f9ec2dfe5d2f11b1d96b8da9836901,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000100_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,17.2196777182884,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,500,69302d4b361a04f6d8531e844e128b551e6a941533ab8e9fea0375cf93bb1109,a4757f982055bb2222b548801469ba8db8ae0f43be2067b70bae93c36179d5e3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000500_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,13.508587911822536,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,1000,3a18b2ae4d4ad45a05588e4c32c642e8f3880296b55509a0b10acfd8baaffd8d,9baf94468e0a9e4f870a6f8758def2615ca9dc6ec1afd82461cf88d75ecccfa9,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000001000_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,13.069856764454563,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,5000,b921911072ce1787f8694cc72fd928c0584010fa6ca7ae3ff187b817bcbdd263,27d3402136829c78adac13f2dcb775c655279f15d7b6c1f65f84b9deea184673,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000005000_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,6.334805396370176,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,10000,471f3ac8a9b84f68bbe14bdc7dee62e3a025ac5cf61503db6644d5a1fa1bb506,e4f8d600fdc9833ab9c0c159a0f7601ec7b162f32c0369d44a82988dbd15908f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000010000_parameters.npz,X,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,2.2330676044621636,X held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,0,6d4ac7bafe775b90a70e2a199ef3305308c3d02333f7daeac1c870b6f18e0975,fd3824949aa2a8ce09fe2b7ad9527a97bddd603e30434adeac7097933428cba3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000000_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,1.06484634709963,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,1,a7a536b3976f64801487bd8feaadc01feec3092a5910d0c8937ae48cbdb0913d,1d5c4607d5243bdd9049670f6f985f144f83442008d109879730ae98eba0bb67,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000001_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.972638814895373,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,5,779129058c0257d5ccb6e6261dd14bde7ab1ef793ebde427f4c4c55603d65668,3b532e1074082160dfa1a56d3739b8a2d7b3a3b6c5d3cc0bd35780498c54edd8,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000005_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.6377079711441765,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,10,73ece265e51904f6662c8cdfa710831d94ae38d891309a55725cfe93a325acfc,7f20757262bcd9a3a7d865bfd09d0d0da5e49d7889c8f3b5baa980c99e009e11,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000010_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.4487034091649715,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,20,e163adcc5ccfd96bac75a2defcfecab8dd365039e8a6e27d397f83e72fc47f22,d57de763e01d8969f3fcb34cc8276d7c2f36858971ab5a2a39748384d9f27f08,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000020_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.3023702704368415,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,100,f23a77fdf271fa4d1173965aa97c420b4b087cef6a9a34cf4a4c357e51dc25b6,f614f1b9c01bdfe99a4106f81532cb70d4f9ec2dfe5d2f11b1d96b8da9836901,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000100_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.0640016795952923,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,500,69302d4b361a04f6d8531e844e128b551e6a941533ab8e9fea0375cf93bb1109,a4757f982055bb2222b548801469ba8db8ae0f43be2067b70bae93c36179d5e3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000500_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.0267365948052366,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,1000,3a18b2ae4d4ad45a05588e4c32c642e8f3880296b55509a0b10acfd8baaffd8d,9baf94468e0a9e4f870a6f8758def2615ca9dc6ec1afd82461cf88d75ecccfa9,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000001000_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.0266099586628243,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,5000,b921911072ce1787f8694cc72fd928c0584010fa6ca7ae3ff187b817bcbdd263,27d3402136829c78adac13f2dcb775c655279f15d7b6c1f65f84b9deea184673,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000005000_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.0201035309673744,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,10000,471f3ac8a9b84f68bbe14bdc7dee62e3a025ac5cf61503db6644d5a1fa1bb506,e4f8d600fdc9833ab9c0c159a0f7601ec7b162f32c0369d44a82988dbd15908f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000010000_parameters.npz,Y,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.0152004461694391,Y training
t2b-a-m1x,Test 2B,A,M1-X,M1-X,0,6d4ac7bafe775b90a70e2a199ef3305308c3d02333f7daeac1c870b6f18e0975,fd3824949aa2a8ce09fe2b7ad9527a97bddd603e30434adeac7097933428cba3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000000_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,10.24145391174432,Y held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,1,a7a536b3976f64801487bd8feaadc01feec3092a5910d0c8937ae48cbdb0913d,1d5c4607d5243bdd9049670f6f985f144f83442008d109879730ae98eba0bb67,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000001_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,27.604152768623536,Y held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,5,779129058c0257d5ccb6e6261dd14bde7ab1ef793ebde427f4c4c55603d65668,3b532e1074082160dfa1a56d3739b8a2d7b3a3b6c5d3cc0bd35780498c54edd8,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000005_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,22.667562591387387,Y held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,10,73ece265e51904f6662c8cdfa710831d94ae38d891309a55725cfe93a325acfc,7f20757262bcd9a3a7d865bfd09d0d0da5e49d7889c8f3b5baa980c99e009e11,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000010_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,22.128029642884293,Y held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,20,e163adcc5ccfd96bac75a2defcfecab8dd365039e8a6e27d397f83e72fc47f22,d57de763e01d8969f3fcb34cc8276d7c2f36858971ab5a2a39748384d9f27f08,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000020_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,12.246835743354236,Y held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,100,f23a77fdf271fa4d1173965aa97c420b4b087cef6a9a34cf4a4c357e51dc25b6,f614f1b9c01bdfe99a4106f81532cb70d4f9ec2dfe5d2f11b1d96b8da9836901,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000100_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,8.143822706326063,Y held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,500,69302d4b361a04f6d8531e844e128b551e6a941533ab8e9fea0375cf93bb1109,a4757f982055bb2222b548801469ba8db8ae0f43be2067b70bae93c36179d5e3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000000500_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,6.349645844435104,Y held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,1000,3a18b2ae4d4ad45a05588e4c32c642e8f3880296b55509a0b10acfd8baaffd8d,9baf94468e0a9e4f870a6f8758def2615ca9dc6ec1afd82461cf88d75ecccfa9,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000001000_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,6.111125866244389,Y held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,5000,b921911072ce1787f8694cc72fd928c0584010fa6ca7ae3ff187b817bcbdd263,27d3402136829c78adac13f2dcb775c655279f15d7b6c1f65f84b9deea184673,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000005000_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,2.9559763815733984,Y held-out
t2b-a-m1x,Test 2B,A,M1-X,M1-X,10000,471f3ac8a9b84f68bbe14bdc7dee62e3a025ac5cf61503db6644d5a1fa1bb506,e4f8d600fdc9833ab9c0c159a0f7601ec7b162f32c0369d44a82988dbd15908f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-A/m1-seed0-m20-10k/checkpoint_000010000_parameters.npz,Y,HELD-OUT TRUTH SUPPORT,81,160,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,1.0151016453285613,Y held-out
t2b-a-m1y,Test 2B,A,M1-Y,M1-Y,0,6d4ac7bafe775b90a70e2a199ef3305308c3d02333f7daeac1c870b6f18e0975,fd3824949aa2a8ce09fe2b7ad9527a97bddd603e30434adeac7097933428cba3,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000000_parameters.npz,X,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,1.0661397083028723,X training
t2b-a-m1y,Test 2B,A,M1-Y,M1-Y,1,1f6717c6d29b26d8ae17bd04c2e27d3a2ba394e39a53c3c0856eb8bf94579224,ad647a22109ac6044364ae808e5e02a51fb926ce94e5dccf2d6073dde6df33b2,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000001_parameters.npz,X,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.9560671257854322,X training
t2b-a-m1y,Test 2B,A,M1-Y,M1-Y,5,a3b1a2203b097b5a4518a098fef7ec1f626901fde70bc5c3741922d68f88221b,51ab39228d854d90b27e709f77d6c96db9fa0fbcf43c214d94f6d175b8e88b82,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000005_parameters.npz,X,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.6338554193395693,X training
t2b-a-m1y,Test 2B,A,M1-Y,M1-Y,10,c42cf659ce501bfbd0e92a29af1029f39ff49d8ca6d25b7c58ed171b86ec2d92,9ee089bac489dbe1d452e53b28cb5737a973850ffa9489d7d77c81c34e564e17,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000010_parameters.npz,X,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.4445883142725091,X training
t2b-a-m1y,Test 2B,A,M1-Y,M1-Y,20,e7e1dca4b7d1f4aff5633a35bc5f5aec5771f44a35f418f17584812de8bec573,77ce012b12557363e5dac2d5b2f5d78554a97e734eed7fd0ccddb39e013b1a30,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000020_parameters.npz,X,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.3063455440659022,X training
t2b-a-m1y,Test 2B,A,M1-Y,M1-Y,100,80473a5b5e26db8fc21978d1a57c899a1a8d8c3e05e1fe8197d3f9f5c5d33400,4b38f952ea0c37cd59f8b8eb36ebd7079f076c500c796e099d66144bea48116a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000100_parameters.npz,X,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.0665666663076578,X training
t2b-a-m1y,Test 2B,A,M1-Y,M1-Y,500,f01c80062974ebd284a6eccf2016bbace28443678d1df439cb61d09f16942871,b431c1e3899992f882d0a76fea13c1aa453fc80065f6f747bdaea8f3420bf26f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-A/m1y-seed0-m20-10k/checkpoint_000000500_parameters.npz,X,TRAINING TRUTH SUPPORT,0,80,POST-HOC CHECKPOINT EVALUATION,A,relative_RMS_error,0.0235880974920772,X training
